Артикул;Наименование;ЦенаСоСкидкой;Цена;Скидка;ОстатокНаСкладе
0731;0731 GIPFEL Кастрюля-фритюрница SHANTAL 18х15см/3,8л с корзиной-фритюром 16х12,5;9 970;14237;30;16
0750;0750 GIPFEL Сковорода EDDA с антипригарным покрытием и цельным индукционным дном;8 220;12638;35;1
0778;0778 GIPFEL Сковорода NATUREL 20см из литого алюминия с деревянной ручкой с прем;10 770;15380;30;12
0779;0779 GIPFEL Сковорода NATUREL 24см из литого алюминия с деревянной ручкой с прем;13 350;19064;30;18
0780;0780 GIPFEL Сковорода NATUREL 26см из литого алюминия с деревянной ручкой с прем;14 390;20563;30;18
0781;0781 GIPFEL Сковорода NATUREL 28см из литого алюминия с деревянной ручкой с прем;15 620;22320;30;18
0782;0782 GIPFEL Сковорода-гриль NATUREL 24х24х3,5см из литого алюминия с деревянной ручкой с премиальным;14 280;20406;30;18
0783;0783 GIPFEL Сковорода-гриль NATUREL 28х28х4см из литого алюминия с деревянной ручкой с премиальным а;17 550;25076;30;18
0784;0784 GIPFEL Кастрюля NATUREL 20см/2,1л из литого алюминия с деревянными ручками с премиальным антипр;18 230;26047;30;18
0785;0785 GIPFEL Кастрюля NATUREL 24см/4,8л из литого алюминия с деревянными ручками с премиальным антипр;22 680;32401;30;16
0786;0786 GIPFEL Кастрюля NATUREL 28см/6,2л из литого алюминия с деревянными ручками с премиальным антипр;32 740;46767;30;16
0787;0787 GIPFEL Кастрюля-сотейник NATUREL 24см/3л из литого алюминия с деревянными ручками с премиальным;19 230;27475;30;12
0804;0804 RUTGARD Ершик для туалета (нерж. сталь);8 260;12709;35;2
0806;0806 GIPFEL Ершик для туалета с держателем бумаги (нерж. сталь);10 010;15394;35;2
0821;0821 GIPFEL Мусорное ведро 12 л с откидывающейся крышкой (нерж. сталь);9 560;14708;35;1
1009;1009 GIPFEL Сетка для защиты от брызг раскаленного масла 25 см (нерж.ст));1 780;2742;35;23
1009-S;1009-S STAHLBERG Сетка для защиты от брызг раскаленного масла 25 см (нерж. сталь;1 780;2742;35;6
1011;1011 GIPFEL Крышка стеклянная 20 см со стальной ручкой;3 730;5741;35;29
1012;1012 GIPFEL Крышка стеклянная 24 см со стальной ручкой;4 580;6540;30;39
1013;1013 GIPFEL Крышка стеклянная 26 см со стальной ручкой;4 670;7183;35;70
1014;1014 GIPFEL Крышка стеклянная 28 см со стальной ручкой;5 420;7740;30;38
1015;1015 GIPFEL Крышка стеклянная ASTIMO 20 см бакелитовая ручка с кнопкой. Нерж.сталь.;2 180;3356;35;4
1015-S;1015-S STAHLBERG Крышка стеклянная 20 см;1 820;2799;35;10
1016;1016 GIPFEL Крышка стеклянная 24 см;2 530;3898;35;2
1016-S;1016-S STAHLBERG Крышка стеклянная 24 см;1 820;2799;35;6
1017;1017 GIPFEL Крышка стеклянная 28 см;2 980;4584;35;1
1018-S;1018-S STAHLBERG Крышка стеклянная 20 см;1 820;2799;35;20
1021;1021 GIPFEL Крышка стеклянная SMART 20 см с силиконовой синей ручкой;4 080;6269;35;25
1022;1022 GIPFEL Крышка стеклянная SMART 24 см с силиконовой синей ручкой;5 160;7940;35;13
1024;1024 GIPFEL Крышка стеклянная 32 см силиконовая ручка и обод;6 530;10039;35;44
1025;1025 GIPFEL Крышка GIUM стеклянная на 3 размера  16,18,20 см с силиконовой прокл;4 720;7254;35;36
1026;1026 GIPFEL Крышка стеклянная 3 в 1 с силиконовым ободом,цв.силикона голубой;5 250;8082;35;13
1027;1027 GIPFEL Крышка GIUM стеклянная на 3 размера 28,30,32 см с силиконовой прокла;6 540;9339;30;25
1029;1029 GIPFEL Крышка GIUM стеклянная на 3 размера 24,26,28см с силиконовым ободком Цвет: темно-серый,;;6370;;20
1033;1033 WERNER Крышка универсальная, 5 размеров 20/22/24/26/28 см. Материал: стекло;5 250;7497;30;12
1034;1034 WERNER Силиконовая крышка 28 см для защиты от брызг.;2 880;4113;30;50
1122;1122 GIPFEL Чайник для кипячения воды 2,5 л POESIE со свистком (нерж. сталь). Материал ручки: нерж.с;20 050;30845;35;171
1127;1127 GIPFEL Чайник для кипячения воды CONCERT 2,3 л (нерж. сталь);14 090;21677;35;1
1130;1130 GIPFEL Чайник для кипячения воды 4.0 л (нерж. сталь);19 430;27760;30;84
1131;1131 GIPFEL Чайник для кипячения воды 3,0 л GALAXY (нерж. сталь);16 530;25433;35;9
1132;1132 GIPFEL Чайник для кипячения воды 2,5 л PREMIO (нерж. сталь);17 880;27503;35;22
1133;1133 GIPFEL Чайник для кипячения воды VISIT 2,5 л со свистком (нерж. сталь). Материал ручки: нерж.ст;19 810;28303;30;17
1141;1141 GIPFEL Чайник для кипячения воды FLOR 2,0 л (нерж. сталь);15 810;24319;35;2
1149;1149 GIPFEL Чайник для кипячения воды 2.7L( нерж. сталь);11 710;18021;35;2
1150;1150 GIPFEL Чайник для кипячения воды ( нерж. сталь);13 200;20306;35;8
1151;1151 GIPFEL Чайник для кипячения воды VISIT 2.7L ( нерж. сталь);14 700;22619;35;32
1152;1152 GIPFEL Чайник для кипячения воды ( нерж. сталь);13 290;20449;35;83
1153;1153 GIPFEL Чайник для кипячения воды ( нерж. сталь);15 770;24262;35;4
1154;1154  GIPFEL Чайник для кипячения воды 2.7L( нерж. сталь);13 990;21520;35;5
1154-S;1154-S STAHLBERG Чайник для кипячения воды 2,7л  (нерж. сталь);13 450;20692;35;4
1155;1155 GIPFEL Чайник для кипячения воды 2.7L ( нерж. сталь);14 440;22220;35;7
1155-S;1155-S STAHLBERG Чайник для кипячения воды 2,7л  (нерж. сталь);14 450;22234;35;4
1160-S;1160-S STAHLBERG Заварочный чайник 16.5х13.5х8/0,5 л (керамика);4 460;6854;35;2
1161-S;1161-S STAHLBERG Заварочный чайник 15х11.5х11/0,65 л (керамика);4 600;7069;35;7
1163-S;1163-S STAHLBERG Заварочный чайник 1,2 л (нерж.сталь);16 300;25076;35;1
1165;1165 GIPFEL   Чайник 5Л (нерж сталь);24 760;38099;35;13
1166;1166 GIPFELЧайник для кипячения воды 7,0 л (нерж. сталь);27 620;42497;35;127
1167;1167 GIPFEL Кофейник-термос PALMOLIVE 14,5х21,5х0,5 см 1 л красный с двойными ст;15 040;30088;50;23
1168;1168 GIPFEL Кофейник-термос PALMOLIVE 14,5х21,5х0,5 см 1 л белый с двойными стен;19 560;30088;35;8
1169;1169 GIPFEL Кофейник-термос PALMOLIVE 14,5х21,5х0,5 см 1 л синий с двойными;19 560;30088;35;6
1171;1171 GIPFEL Чайник электрический ENRICA 1,2л. Материал: керамика, пластик. Цвет:;13 160;20249;35;1
1173;1173 GIPFEL Чайник электрический для кипячения воды VETTA 1,7 л (нерж. сталь);16 970;26104;35;6
1173-S;1173-S STAHLBERG Чайник электр для кипячения воды VETTA 1,7 л (нерж. сталь);16 970;26104;35;3
1174;1174 GIPFEL Чайник электрический для кипячения воды MONACO 1,7 л (нерж. сталь);18 830;26903;30;19
1174-S;1174-S STAHLBERG Чайник электрический для кипячения воды MONACO 1,8 л (нерж. ста;17 490;26903;35;3
1175-S;1175-S STAHLBERG Чайник электрический для кипячения воды 1,7 л (нерж. сталь);17 630;27118;35;5
1177;1177 GIPFEL Заварочный чайник FENGSHUI 17х15,3х15,5см/0,8л Цвет: белый мрамор, М;11 860;18250;35;3
1178;1178 GIPFEL Заварочный чайник FENGSHUI 17х15,3х15,5см/0,8л Цвет: небесно-голубой;11 860;18250;35;4
1179;1179 GIPFEL Заварочный чайник FENGSHUI 14,6х12,3х18,3см/0,7л Цвет: темно-синий,;11 710;18021;35;4
1183;1183 GIPFEL Заварочный чайник - тэцубин VULCAN 1,0 л (чугун);13 700;21077;35;3
1186-S;1186-S STAHLBERG Заварочный чайник FENGSHUI 2,5 л (чугун);23 310;35857;35;4
1190;1190 GIPFEL Заварочный чайник FENGSHUI 0,8 л с бамбуковой ручкой (чугун);12 530;19278;35;1
1192;1192 GIPFEL Заварочный чайник FENGSHUI 0,8 л (чугун);12 530;19278;35;1
1196;1196  GIPFEL Чайник для кипячения воды 2.6L( нерж. сталь);15 630;24047;35;1
1198;1198 GIPFEL   Вакуумный термос-чайник 1,2 литр нерж;9 100;13994;35;5
1199;1199 GIPFEL   Вакуумный термос-чайник 1,4 литр (нерж);10 570;16265;35;3
1201;1201 GIPFEL Кастрюля  MINI со стекл.крышкой 12*5см, 0,6 л (нерж.сталь);7 020;10022;30;63
1202;1202 GIPFEL Кастрюля MINI со стекл.крыш 14*6см/ 0,9 л (нерж.сталь);5 670;8097;30;61
1209;1209 GIPFEL Ковш DELUXE с крышкой 16см/1,4 л пятислойный, индукционное дно (нерж;22 280;34272;35;7
1219;1219 GIPFEL Кастрюля DELUXE с крышкой 20 см/3,8 л пятислойная, индукционное дно;29 020;44653;35;8
1219-S;1219-S STAHLBERG Кастрюля DELUXE с крышкой 20 см/3,8 л пятислойная, индукционное;29 860;45939;35;22
1227;1227 GIPFEL Кастрюля LUXURY со стеклянной крышкой 20х9 см 3,0 л;9 330;14351;35;1
